
;100～199はキャラメイク完了時に0～99をバックアップする
;～99,CSV指定の変更できるフラグ,
;装備しているEQUIPの番号が入る
;何も着ていない→0のときの処理を楽にするため0は欠番にしとく

1,装备中ID／衣服,			;ここの番号の装備を着用中
	;2,装備中ID／衣服下,			;たいてい一体型なので上と同じになると思う　まだ分けない
3,装备中ID／内衣上装,			;一体下着の場合股はなしにする
4,装备中ID／内衣下装,
5,装备中ID／铠,
	;6,装備中ID／特殊鎧,			;ビキニアーマーここに入れることにしたい

10,装备中ID／眼,
11,装备中ID／头,
12,装备中ID／腕,
13,装备中ID／腿,
14,装备中ID／颈,
15,装备中ID／外衣,		;エプロンとかも対応できるように

	;調教用装備
	;調教終了でも取らずにバイブ挿れながら仕事とか搾乳ヒトデを生成しておっぱいしゃぶられながら仕事とかさせたい
	;20,装備中ID／Ａ,
	;21,装備中ID／Ｂ,
	;22,装備中ID／Ｃ,
	;23,装備中ID／Ｖ,
	;24,装備中ID／Ｎ,

	;～49,魔界遠征にあたりの持ち物,
	;40,回復ポーション,
	;41,マジックポーション,

	;～59,武器の種類とか予定,
	;50,武器種,


;～199,初期値


;～299,CSV指定の変更しないフラグ,
;～219,初期装備の露出度,
;初期衣服の露出度
200,初始衣服露出／侧乳,
201,初始衣服露出／乳沟穴,
202,初始衣服露出／乳沟露出,
203,初始衣服露出／乳暖簾,
204,初始衣服露出／围裙,
205,初始衣服露出／露乳,
206,初始衣服露出／露出裤裆,
207,初期衣服露出／授乳开口,



;300～,一般使用
;～349,持ち物,
300,家畜管理标签／身分,
301,家畜管理标签／称呼,
302,魔力枷锁,
303,自室,
304,单间,
305,彩色隐形眼镜,

;～369,装備による制限など,
350,内衣限制／极小,
351,内衣限制／贴纸,

	;～379,スケジュールで使うアイテム,
	;370,スケジュール使用搾乳器ID,
	;371,スケジュール使用衣服／エプロンID,
	;372,スケジュール使用衣服／作業着ID,

	;～419,スケジュール時着替え有効,
	;400,スケジュール時着替え番号／業務,
	;401,スケジュール時着替え番号／事務,
	;402,スケジュール時着替え番号／搾乳,
	;403,スケジュール時着替え番号／夜伽,
	;404,スケジュール時着替え番号／接客,
	;405,スケジュール時着替え番号／侍従,
	;406,スケジュール時着替え番号／戦闘,

	;～449,スケジュール時の装備ID一時保存,
	;431,装備ID保存／衣服,
	;432,装備ID保存／衣服下,
	;433,装備ID保存／下着上,
	;434,装備ID保存／下着下,
	;435,装備ID保存／鎧,
	;436,装備ID保存／特殊鎧,

	;440,装備ID保存／眼,
	;441,装備ID保存／頭,
	;442,装備ID保存／腕,
	;443,装備ID保存／脚,
	;444,装備ID保存／首,
	;445,装備ID保存／上着,

	;～599,スケジュール時の着替えID,
	;501,スケジュール装備ID／衣服1,
	;502,スケジュール装備ID／衣服下1,
	;503,スケジュール装備ID／下着上1,
	;504,スケジュール装備ID／下着下1,
	;505,スケジュール装備ID／鎧1,
	;506,スケジュール装備ID／特殊鎧1,

	;510,スケジュール装備ID／眼1,
	;511,スケジュール装備ID／頭1,
	;512,スケジュール装備ID／腕1,
	;513,スケジュール装備ID／脚1,
	;514,スケジュール装備ID／首1,
	;515,スケジュール装備ID／上着1,
	;+20で2にして5まで



;～919,搾乳器,
;キャラ用の搾乳器があるか見る
	;900,搾乳カップ,
901,家畜用搾乳器,
902,魔动吸引搾乳器,
903,魔动快感搾乳器,
904,触手快感搾乳器,
	;905,絶頂快楽搾乳器,



;1000→作業着　のようにアイテムIDと連動
;CSV読み込み考えると書いておくほうが便利だった
;衣服のBIT管理→0：所持　1：胸破け　2：股間破け
;3：横乳露出改造　4：ズリ穴露出改造　5：谷間露出
;6：乳暖簾　7：前掛け　8：乳出し　9：股間出し　10：授乳スリット

;～1049,セット商品,
;セットを渡すかバラで渡した結果全部含まれる場合所持フラグ
1000,工作服套装,
1001,背带裤套装,
1002,巫女服套装,
1003,修女服装套装,
1004,乳牛服装套装,
1005,微型比基尼乳牛服装套装,
1006,开孔奶牛服装套装,
1007,女仆服套装,
1008,授乳女仆服装套装,
1009,兔女郎装套装,
1010,反向兔女郎套装,
1011,礼服套装,
1012,夏季连衣裙套装,
1013,哥特萝莉时尚套装,

;～1099,鎧・レプリカ,,
1050,皮铠,
1051,轻铠,
1052,重铠,
1053,甲胄,

;～1149,魔界一般衣服,
;～1109,初期購入可能,
1100,工作服,
1101,布衣,
1102,连体背带裤,
1103,白衣,
1104,围裙装,
1105,连衣裙,
1106,睡裙,

;～1149,拡張後購入可能,
1110,女仆装,
1111,男仆围裙,

;～1199,ランジェリー,
;～1159,初期,
1150,胸罩,
1151,裹胸布,
1152,内裤,
1153,内裤,
1154,男式内裤,

;～1199,拡張後,
1160,前钩胸罩,
1161,授乳开口胸罩,
1162,紧身胸衣,
1163,细带胸罩,
1164,细带内裤,
1165,比基尼,

;～1299,饰品,
;～1209,初期,
1200,眼镜,
1201,伊达眼镜,
1202,发箍,
1203,丝带,
1204,项圈,
1205,眼罩,
1206,手套,
1207,袜子,

;～1299,拡張後,
1210,斗篷,
1211,披肩,
1212,修女面纱,
1213,皇冠,
1214,女仆发箍,
1215,高筒袜,
1216,及膝高筒袜,
1217,过膝高筒袜,
1218,渔网裤袜,
1219,长手套,
1220,魔法师帽,
1221,草帽,
1222,月桂冠,



;～1349,乳牛衣装,
;ここからは拡張なし
1300,乳牛比基尼,
1301,乳牛微型比基尼,
1302,牛柄洞口比基尼,
1303,乳牛高筒袜,
1304,乳牛长手套,
1305,乳牛耳饰,
1306,牛铃,
1307,奶牛女仆发箍,
1308,牛纹弹弓比基尼,

;～1399,アダルトランジェリー,
1350,乳头露出胸罩,
1351,乳贴,
1352,乳头牌,
1353,眼罩胸罩,
1354,局部露出内裤,
1355,私处贴纸,
1356,胯部牌,
1357,微型比基尼,
1358,吊袜带,
1359,绳,

;～1449,アダルト衣服,
1400,奴隶的破布,
1401,舞女的服装,
1402,反向兔女郎装,
1403,淫乱巫女服,
1404,淫乱修女服,
1405,淫乱女仆装,
1406,淫乱旗袍,
1407,淫乱礼服,

;～1499,地上衣服・レプリカ,
;～1489,レプリカ購入可能,
1450,旅人之服,
1451,长袍,
1452,贵族服,
1453,女巫服,
1454,修道服,
1455,法衣,
1456,忍装束,
1457,战斗用女巫服,
1458,战斗修女服,
1459,战斗女仆装,
1460,比基尼盔甲,
1461,外套,
1462,魔法学院制服,
1463,礼服,
1464,战斗礼服,

;～1499,レプリカ購入困難,
1490,天界长袍,

;～1599,异世界衣服,
1500,运动短裤套装,
1501,衬衫和牛仔裤,
1502,衬衫和裙子,
1503,罩衣,
1504,囚衣,
1505,哥特萝莉装,
1506,阿尔卑斯少女连衣裙,
1507,护士服,
1508,兔女郎装,
1509,水手服,
1510,旗袍,
1511,越南长袄,
1512,和服,
1513,西装外套制服,
1514,军服,
1515,骑士服,
1516,连帽衫,
1517,开襟毛衣,

;～1699,異世界ランジェリー・アクセサリー,
1600,猫娘胸罩,
1601,运动胸罩,
1602,条纹内裤,
1603,丁字裤,
1604,Ｃ字裤,
1605,吊带衫,
1606,连体紧身衣,
1607,弹弓比基尼,
1608,学校游泳衣,
1609,兔耳饰品,
1610,猫耳发箍,

;1800～,特殊
1800,触手服装,

