
;～9,快楽値の合計,
0,Ａ快感,
1,Ｂ快感,
2,Ｃ快感,
3,Ｖ快感,
4,Ｎ快感,
5,Ｍ快感,
	;6,Ｕ快楽,
	;7,乳腺快楽,

;～39,基礎感情値,
30,乳牛,
31,淫欲,
32,恭顺,
33,屈服,

35,痛苦,
36,恐怖,
37,不快,
38,反感,
39,失意,

;～79,補正前経験値→ABL・EXPと番号合わせ,
40,丰饶增加,
41,母乳浓度增加,
42,母乳生产力增加,
43,授乳爱情经验,
44,学习,
45,奉仕经验,

50,膣内射精经验,
51,尻穴射精经验,
52,乳内射精经验,
53,精饮经验,
54,精液经验,
55,轮奸经验,
56,加虐经验,
57,被虐快感经验,
58,百合调教经验,
59,搾乳绝顶经验,
60,触手绝顶经验,



;～199,個別に補正する快楽値,
100,Ａ快感／主人公刺激,
101,Ｂ快感／主人公刺激,
102,Ｃ快感／主人公刺激,
103,Ｖ快感／主人公刺激,
104,Ｎ快感／主人公刺激,
105,Ｍ快感／主人公刺激,
	;106,Ｕ快楽／あなた責め,
	;107,乳腺快楽／あなた責め,

110,Ａ快感／百合调教,
111,Ｂ快感／百合调教,
112,Ｃ快感／百合调教,
113,Ｖ快感／百合调教,
114,Ｎ快感／百合调教,
115,Ｍ快感／百合调教,
	;116,Ｕ快楽／レズ調教,
	;117,乳腺快楽／レズ調教,

120,Ａ快感／器具,
121,Ｂ快感／器具,
122,Ｃ快感／器具,
123,Ｖ快感／器具,
124,Ｎ快感／器具,
125,Ｍ快感／器具,
	;126,Ｕ快楽／器具,
	;127,乳腺快楽／器具,

130,Ａ快感／触手,
131,Ｂ快感／触手,
132,Ｃ快感／触手,
133,Ｖ快感／触手,
134,Ｎ快感／触手,
135,Ｍ快感／触手,
	;136,Ｕ快楽／触手,
	;137,乳腺快楽／触手,

140,Ａ快感／魔族,
141,Ｂ快感／魔族,
142,Ｃ快感／魔族,
143,Ｖ快感／魔族,
144,Ｎ快感／魔族,
145,Ｍ快感／魔族,
	;146,Ｕ快楽／魔族,
	;147,乳腺快楽／魔族,

;～199,痛み：マゾ・感覚で快楽に変換,
190,Ａ疼痛,
191,Ｂ疼痛,
192,Ｃ疼痛,
193,Ｖ疼痛,
194,Ｎ疼痛,
195,Ｍ疼痛,
	;196,Ｕ痛み,
	;197,乳腺痛み,



;200～,調教者発生パラメータ,
200,射精增加,
201,射精次数,
202,调教者体力消耗,
203,调教者体力回复,
204,调教者习得,
205,魔力消耗量
206,电池消费量,
207,玩家增加灵力量,
208,玩家增加魔力量,
209,玩家增加魔力量／衰减前,
210,触手魔力消耗量
211,调教者精力消费量



;230～,快楽以外の調教対象パラメータ,
230,Ｖ润滑追加,		;固定値
231,Ａ润滑追加,
232,灵力吸收量,
233,魔力吸收量,
234,调教对象体力回复,
235,调教对象气力回复,
236,非性感带疼痛,
237,膨乳阶段,
238,注入灵力量,
239,注入魔力量,



;260～,調教で発生する状態振り分け前SOURCE,
260,耻辱,
261,屈辱,
262,不洁,
263,支配,
264,授乳,
265,异形授乳,
266,视觉恐惧,
267,异形恐惧,
268,爱情,
269,施虐倾向,
270,受虐狂,
271,爱液,
272,分娩恐惧,



;～499,コマンド実行時のみのフラグ,
;～319,初経験,
300,处女丧失,
301,Ａ处女丧失,
302,Ｍ处女丧失,
303,初吻,
304,初次乳交,
305,处女结界破坏,
306,母乳体质化,
307,魔力吸尽
308,指令前气力

;～339,挿入以外での射精促し,
320,素股,
321,口交,
322,深喉,
323,乳交,
324,强制乳交,
325,纵乳交,
326,强制纵乳交,
327,手淫,

;～359,射精関連,
340,射精位置选择,
341,外射次数,
342,股间射精,
343,乳房射精,
344,颜面射精,

;～399,使用コマンドフラグ,
360,润滑液使用,
361,已用时间,
362,奉仕中,
363,阴茎拔出,
364,大量注入,
365,揉胸,
366,接吻,
367,刷子触手指令,



;～449,地の文関連,
400,污垢文字表示,
401,体内凌辱中继续显示信息,
402,选择指令口上隐藏,
403,Ｂ露出地文表示,
404,Ｎ露出地文表示,
405,Ｖ露出地文表示,
406,脱衣消息显示,
407,精神参数增减已完成,
408,舐舔拟音显示,
409,乳牛化时WAIT跳过,

;～499,其他,
	;450,理性减少完毕,
451,目的变更,
452,魔力上限可能增加,
453,母乳漏出,
454,调教画像表示,
455,自主脱衣,




