
;0～99をABLと基本的に連動させる
;～9,キャラメイク後からの絶頂回数,
0,Ａ绝顶次数,
1,Ｂ绝顶次数,
2,Ｃ绝顶次数,
3,Ｖ绝顶次数,
4,Ｎ绝顶次数,
5,Ｍ绝顶次数,
6,Ｕ绝顶次数,
	;7,乳腺絶頂回数,

;ABLは感度に使ってるのでここ使える
;～19,部位以外の絶頂回数,
10,总绝顶次数,
11,搾乳绝顶次数,
12,触手绝顶次数,

;～39,仕事EXP,
20,奶农经验,
21,事务经验,
22,清洁经验,
23,料理经验,
24,药学经验,
25,接客经验,
26,抚养经验,	;托儿所养育经验（○NURSERY_CORE，与 ABL:抚养 配对）

;～49,基礎的HLv,
40,丰饶值,
41,母乳浓度,
42,母乳生产力,
43,授乳爱情经验,
44,学习,
45,奉仕经验,

;～69,中毒Lv,
50,膣内射精经验,
51,尻穴射精经验,
52,乳内射精经验,
53,精饮经验,
54,精液经验,
55,轮奸经验,
56,加虐经验,
57,被虐快感经验,
58,百合调教经验,
59,搾乳绝顶经验,
60,触手绝顶经验,
61,尿道调教经验,
62,阴蒂调教经验,

;～99,性癖抑制
	;90,性交支配経験
	;91,支配快楽経験
	;92,男根屈服経験

;～199,地上での経験→ここだけ上書き・リセットなし,
;地上での射精された回数とかはあまりにも大変そうだし一応枠を作れるよにしとく
;RELATIONをうまいこと使えばレズ調教でもキスとか授乳増やせるかな？　後回し
100,地上经验人数／人类／Ｖ性交,
101,地上经验人数／人类／Ａ性交,
102,地上经验人数／人类／Ｍ性交,
103,地上经验人数／人类／乳交,
104,地上经验人数／人类／接吻,
105,地上经验人数／人类／授乳,
106,地上经验次数／人类／出产,

110,地上经验人数／魔族／Ｖ性交,
111,地上经验人数／魔族／Ａ性交,
112,地上经验人数／魔族／Ｍ性交,
113,地上经验人数／魔族／乳交,
114,地上经验人数／魔族／接吻,
115,地上经验人数／魔族／授乳,
116,地上经验次数／魔族／出产,



;～299,キャラメイク後からの性経験,
;～219,主人公,
200,经验次数／主人公／Ｖ性交,
201,经验次数／主人公／Ａ性交,
202,经验次数／主人公／Ｍ性交,
203,经验次数／主人公／乳交,
204,经验次数／主人公／接吻,
205,经验次数／主人公／授乳,
206,经验次数／主人公／出产,

;濃厚精液とか大量射精とかでも1回判定
;あなたはここを入れない
210,经验次数／主人公／膣内射精,
211,经验次数／主人公／尻穴射精,
212,经验次数／主人公／乳内射精,
213,经验次数／主人公／精饮,
214,经验次数／主人公／手淫射精,
215,经验次数／主人公／素股射精,
216,经验次数／主人公／顔射,
217,经验次数／主人公／足交射精,
218,经验次数／主人公／灌肠,
219,经验次数／主人公／射精合计,

;～239,異形,
220,经验次数／异形／Ｖ性交,
221,经验次数／异形／Ａ性交,
222,经验次数／异形／Ｍ性交,
223,经验次数／异形／乳交,
224,经验次数／异形／接吻,
225,经验次数／异形／授乳,
226,经验次数／异形／出产,

230,经验次数／异形／膣内射精,
231,经验次数／异形／尻穴射精,
232,经验次数／异形／乳内射精,
233,经验次数／异形／精饮,
234,经验次数／异形／手淫射精,
235,经验次数／异形／素股射精,
236,经验次数／异形／顔射,
239,经验次数／异形／射精合计,

	;～259,あなた・触手以外の魔族,接客で他人のセックスONにすれば使うかもしれない
240,经验次数／魔族／Ｖ性交,
241,经验次数／魔族／Ａ性交,
242,经验次数／魔族／Ｍ性交,
243,经验次数／魔族／乳交,
244,经验次数／魔族／接吻,
245,经验次数／魔族／授乳,
246,经验次数／魔族／出产,

250,经验次数／魔族／膣内射精,
251,经验次数／魔族／尻穴射精,
252,经验次数／魔族／乳内射精,
253,经验次数／魔族／精饮,
254,经验次数／魔族／手淫射精,
255,经验次数／魔族／素股射精,
256,经验次数／魔族／顔射,
259,经验次数／魔族／射精合计,

;～309,射精した／された合計回数,
300,膣内射精次数,
301,尻穴射精次数,
302,乳内射精次数,
303,精饮次数,
304,手淫射精次数,
305,素股射精次数,
306,脸射次数,
307,足交射精次数,

;合計、別部位も
309,射精次数合计,

	;～319,战斗次数,
310,主人公战斗次数,
	;311,バイト戦闘回数／ゴブリン,
	;312,バイト戦闘回数／ルーキー,
	;313,バイト戦闘回数／ベテラン,
	;314,バイト戦闘回数／鬼人,
319,主人公的手下战斗次数,

	;～339,ペットと遊んだ回数,
	;320,ペット遊び回数／堕天馬,
	;321,ペット遊び回数／オルトロス,
	;322,ペット遊び回数／魔界ハムスター,
	;323,ペット遊び回数／コヤネコ,
	;324,ペット遊び回数／魔界羊,

	;330,ペット遊び回数／フェンポメ,
	;331,ペット遊び回数／魔界小型猫,



;～499,スケジュールの純粋な回数,
;～449,総区間,
400,执行次数／奶农,
401,执行次数／事务,
402,执行次数／调剂,
403,执行次数／搾乳,
404,执行次数／抽出,
405,执行次数／主人公调教,
406,执行次数／百合调教执行,
407,执行次数／被百合调教,
408,执行次数／体内凌辱,
409,执行次数／料理,
410,执行次数／清洁,
411,执行次数／接客,
412,执行次数／被轮奸,
413,执行次数／清洁,
414,执行次数／大浴场清洁,
415,执行次数／战斗训练,
416,执行次数／魔法训练,
417,执行次数／吃饭当班,
418,执行次数／触手刺激搾乳
419,执行次数／图书馆

;～499,状態変化でリセット,心境変わった後に優先して口上など表示
450,区间执行次数／奶农,
451,区间执行次数／事务,
452,区间执行次数／调剂,
453,区间执行次数／搾乳,
454,区间执行次数／抽出,
455,区间执行次数／主人公调教,
456,区间执行次数／百合调教执行,
457,区间执行次数／被百合调教,
458,区间执行次数／体内凌辱,
459,区间执行次数／料理,
460,区间执行次数／清洁,
461,区间执行次数／接客,
462,区间执行次数／被轮奸,
463,区间执行次数／清洁,
464,区间执行次数／大浴场清洁,
